label,normalized_label,sample_count,unique_signers,unique_batches,avg_frame_count,median_frame_count,min_frame_count,max_frame_count,avg_left_hand_frame_pct,avg_right_hand_frame_pct,avg_both_hands_missing_frame_pct,samples_missing_stickman,samples_with_no_left_hand,samples_with_no_right_hand,samples_with_no_hands,label_flags
0,0,1,1,1,12,12,12,12,100.0,100.0,0.0,0,0,0,0,single_sample
10,10,1,1,1,23,23,23,23,78.26,91.3,8.7,0,0,0,0,single_sample
24,24,1,1,1,10,10,10,10,100.0,100.0,0.0,0,0,0,0,single_sample
4,4,1,1,1,24,24,24,24,100.0,79.17,0.0,0,0,0,0,single_sample
ACCEPT,accept,1,1,1,24,24,24,24,87.5,79.17,0.0,0,0,0,0,single_sample
ACROSS,across,1,1,1,41,41,41,41,60.98,70.73,21.95,0,0,0,0,single_sample
ACTION,action,1,1,1,33,33,33,33,87.88,87.88,0.0,0,0,0,0,single_sample
ACTIVE,active,2,2,2,39.5,39.5,26,53,61.65,55.77,26.93,0,0,0,0,low_sample_count
ADD,add,1,1,1,38,38,38,38,100.0,100.0,0.0,0,0,0,0,single_sample
ADULT,adult,1,1,1,28,28,28,28,100.0,57.14,0.0,0,0,0,0,single_sample
ADVOCATE,advocate,1,1,1,31,31,31,31,100.0,90.32,0.0,0,0,0,0,single_sample
AFFECT,affect,2,2,2,64,64.0,26,102,52.75,75.0,0.0,0,0,0,0,low_sample_count
AFRICA,africa,2,2,2,30.5,30.5,25,36,94.0,88.89,0.0,0,0,0,0,low_sample_count
AGE,age,1,1,1,24,24,24,24,100.0,79.17,0.0,0,0,0,0,single_sample
AGO,ago,1,1,1,18,18,18,18,5.56,33.33,61.11,0,0,0,0,single_sample
AHEAD,ahead,1,1,1,32,32,32,32,12.5,93.75,6.25,0,0,0,0,single_sample
ALL,all,8,8,2,34,36.5,14,48,92.66,80.68,4.67,0,0,0,0,
ALOT,alot,5,5,2,23,25,3,34,85.15,95.75,1.46,0,0,0,0,
ALSO,also,1,1,1,22,22,22,22,50.0,22.73,36.36,0,0,0,0,single_sample
ALWAYS,always,11,11,2,41.09,34,28,77,57.53,48.45,21.55,0,3,1,0,
AMERICA,america,1,1,1,51,51,51,51,88.24,78.43,5.88,0,0,0,0,single_sample
ANCESTORS,ancestors,1,1,1,46,46,46,46,63.04,56.52,4.35,0,0,0,0,single_sample
ANIMAL,animal,1,1,1,73,73,73,73,69.86,90.41,6.85,0,0,0,0,single_sample
ANNOUNCE,announce,1,1,1,28,28,28,28,7.14,3.57,89.29,0,0,0,0,single_sample
ANOTHER,another,1,1,1,26,26,26,26,0.0,92.31,7.69,0,1,0,0,single_sample
ANSWER,answer,2,2,1,31,31.0,21,41,82.92,92.8,2.44,0,0,0,0,low_sample_count
ANTONIO,antonio,1,1,1,136,136,136,136,100.0,91.18,0.0,0,0,0,0,single_sample
ANY,any,1,1,1,31,31,31,31,93.55,93.55,0.0,0,0,0,0,single_sample
APPEAR,appear,1,1,1,48,48,48,48,52.08,20.83,45.83,0,0,0,0,single_sample
APPOINTMENT,appointment,1,1,1,42,42,42,42,35.71,21.43,42.86,0,0,0,0,single_sample
ARE,are,4,4,2,30.5,30.0,27,35,50.0,97.86,2.14,0,2,0,0,
ARM,arm,2,2,1,41,41.0,18,64,45.48,86.11,13.89,0,0,0,0,low_sample_count
ARRANGE,arrange,1,1,1,49,49,49,49,100.0,100.0,0.0,0,0,0,0,single_sample
ARREAS,arreas,1,1,1,66,66,66,66,0.0,93.94,6.06,0,1,0,0,single_sample
ASK,ask,3,3,2,27.67,26,25,32,100.0,93.59,0.0,0,0,0,0,
ATIENO,atieno,1,1,1,120,120,120,120,96.67,95.83,0.0,0,0,0,0,single_sample
AUNT,aunt,1,1,1,42,42,42,42,47.62,54.76,0.0,0,0,0,0,single_sample
AVOID,avoid,1,1,1,32,32,32,32,9.38,75.0,25.0,0,0,0,0,single_sample
BABY,baby,2,2,2,55,55.0,35,75,84.0,98.57,0.0,0,0,0,0,low_sample_count
BACK,back,2,2,2,32.5,32.5,21,44,71.43,57.47,14.29,0,0,0,0,low_sample_count
BAD,bad,1,1,1,36,36,36,36,63.89,58.33,0.0,0,0,0,0,single_sample
BAG,bag,2,2,2,31,31.0,20,42,59.88,80.35,8.69,0,0,0,0,low_sample_count
BASIC,basic,1,1,1,45,45,45,45,100.0,100.0,0.0,0,0,0,0,single_sample
BEAUTIFUL,beautiful,2,2,1,35.5,35.5,34,37,50.0,55.96,26.47,0,1,0,0,low_sample_count
BECAUSE,because,1,1,1,19,19,19,19,0.0,78.95,21.05,0,1,0,0,single_sample
BEFORE,before,2,2,1,45,45.0,31,59,85.59,86.44,0.0,0,0,0,0,low_sample_count
BEHAVIOR,behavior,1,1,1,36,36,36,36,100.0,100.0,0.0,0,0,0,0,single_sample
BENEATH,beneath,1,1,1,61,61,61,61,100.0,100.0,0.0,0,0,0,0,single_sample
BERRET,berret,1,1,1,23,23,23,23,95.65,73.91,0.0,0,0,0,0,single_sample
BEST,best,2,2,2,30.5,30.5,27,34,91.17,89.7,5.88,0,0,0,0,low_sample_count
BETRAY,betray,1,1,1,39,39,39,39,100.0,97.44,0.0,0,0,0,0,single_sample
BETTER,better,1,1,1,35,35,35,35,100.0,74.29,0.0,0,0,0,0,single_sample
BIG,big,9,9,2,33,29,19,48,71.94,90.12,6.15,0,0,0,0,
BIRTH,birth,1,1,1,31,31,31,31,41.94,29.03,41.94,0,0,0,0,single_sample
BLACK,black,2,2,2,36,36.0,33,39,48.95,83.69,6.06,0,0,0,0,low_sample_count
BLANKET,blanket,2,2,1,58,58.0,58,58,40.52,35.34,38.8,0,0,0,0,low_sample_count
BLAZER,blazer,1,1,1,22,22,22,22,63.64,77.27,4.55,0,0,0,0,single_sample
BLEED,bleed,1,1,1,22,22,22,22,100.0,90.91,0.0,0,0,0,0,single_sample
BLESSING,blessing,1,1,1,40,40,40,40,80.0,87.5,10.0,0,0,0,0,single_sample
BODY,body,2,2,1,33,33.0,32,34,64.89,92.47,3.12,0,0,0,0,low_sample_count
BOLT,bolt,1,1,1,26,26,26,26,100.0,0.0,0.0,0,0,1,0,single_sample
BOOK,book,7,7,2,39.57,27,16,105,82.48,91.83,4.24,0,0,0,0,
BOOKS,books,3,3,1,48,33,30,81,77.94,83.37,5.56,0,0,0,0,
BORING,boring,1,1,1,31,31,31,31,19.35,100.0,0.0,0,0,0,0,single_sample
BORN,born,2,2,1,32.5,32.5,13,52,61.54,13.46,33.66,0,0,1,0,low_sample_count
BOSS,boss,2,2,2,29,29.0,26,32,90.75,47.84,9.25,0,0,0,0,low_sample_count
BOTH,both,1,1,1,10,10,10,10,0.0,40.0,60.0,0,1,0,0,single_sample
BOTTOM,bottom,1,1,1,118,118,118,118,100.0,99.15,0.0,0,0,0,0,single_sample
BOY,boy,6,6,2,35.5,39.0,25,42,62.08,82.96,12.66,0,2,0,0,
BOY THAT,boythat,2,2,1,48.5,48.5,44,53,100.0,96.59,0.0,0,0,0,0,contains_space;contains_unexpected_characters;low_sample_count
BOYS,boys,1,1,1,23,23,23,23,82.61,78.26,17.39,0,0,0,0,single_sample
BRAIN,brain,1,1,1,49,49,49,49,100.0,95.92,0.0,0,0,0,0,single_sample
BREAD,bread,1,1,1,30,30,30,30,90.0,90.0,0.0,0,0,0,0,single_sample
BREAK,break,2,2,1,20,20.0,11,29,54.38,39.66,38.72,0,0,1,0,low_sample_count
BRIDE,bride,3,3,2,68.33,65,62,78,94.87,85.81,1.28,0,0,0,0,
BRIDEGROOM,bridegroom,1,1,1,62,62,62,62,96.77,82.26,0.0,0,0,0,0,single_sample
BRIEF,brief,1,1,1,45,45,45,45,0.0,82.22,17.78,0,1,0,0,single_sample
BRIGHT,bright,1,1,1,63,63,63,63,100.0,96.83,0.0,0,0,0,0,single_sample
BRING,bring,3,3,2,28.33,28,23,34,66.21,73.38,12.0,0,0,0,0,
BROAD,broad,1,1,1,31,31,31,31,80.65,0.0,19.35,0,0,1,0,single_sample
BROTHER,brother,2,2,1,32,32.0,29,35,90.83,93.99,1.73,0,0,0,0,low_sample_count
BULB,bulb,1,1,1,41,41,41,41,100.0,95.12,0.0,0,0,0,0,single_sample
BUS,bus,1,1,1,17,17,17,17,64.71,0.0,35.29,0,0,1,0,single_sample
BUY,buy,6,6,2,36,32.5,26,61,93.37,77.7,2.51,0,0,0,0,
BY,by,1,1,1,8,8,8,8,87.5,100.0,0.0,0,0,0,0,single_sample
BYE,bye,1,1,1,8,8,8,8,12.5,100.0,0.0,0,0,0,0,single_sample
CAKE,cake,1,1,1,51,51,51,51,94.12,98.04,1.96,0,0,0,0,single_sample
CALM,calm,1,1,1,32,32,32,32,100.0,100.0,0.0,0,0,0,0,single_sample
CAN,can,1,1,1,29,29,29,29,100.0,100.0,0.0,0,0,0,0,single_sample
CANE,cane,1,1,1,69,69,69,69,100.0,98.55,0.0,0,0,0,0,single_sample
CAPTAIN,captain,1,1,1,16,16,16,16,50.0,62.5,25.0,0,0,0,0,single_sample
CAR,car,5,5,2,34,28,22,47,67.18,87.79,11.47,0,1,0,0,
CARE,care,2,2,2,43.5,43.5,39,48,58.34,60.98,35.41,0,0,0,0,low_sample_count
CARRY,carry,2,2,2,33,33.0,32,34,78.4,67.56,15.62,0,0,0,0,low_sample_count
CASECASS,casecass,1,1,1,60,60,60,60,93.33,0.0,6.67,0,0,1,0,single_sample
CASHEWNUTS,cashewnuts,1,1,1,36,36,36,36,72.22,91.67,8.33,0,0,0,0,single_sample
CASSAVA,cassava,1,1,1,27,27,27,27,100.0,92.59,0.0,0,0,0,0,single_sample
CAT,cat,1,1,1,35,35,35,35,100.0,100.0,0.0,0,0,0,0,single_sample
CELEBRATE,celebrate,1,1,1,45,45,45,45,77.78,62.22,20.0,0,0,0,0,single_sample
CHAIR,chair,3,3,2,39.33,47,18,53,99.29,77.74,0.0,0,0,0,0,
CHAMPION,champion,1,1,1,59,59,59,59,62.71,96.61,3.39,0,0,0,0,single_sample
CHANGE,change,1,1,1,18,18,18,18,33.33,22.22,50.0,0,0,0,0,single_sample
CHAPLAIN,chaplain,1,1,1,58,58,58,58,100.0,100.0,0.0,0,0,0,0,single_sample
CHILD,child,3,3,2,38.33,28,28,59,51.41,79.32,8.33,0,1,0,0,
CHILDREN,children,1,1,1,35,35,35,35,100.0,48.57,0.0,0,0,0,0,single_sample
CHINESE,chinese,1,1,1,96,96,96,96,97.92,95.83,0.0,0,0,0,0,single_sample
CHOIR,choir,1,1,1,65,65,65,65,93.85,100.0,0.0,0,0,0,0,single_sample
CHURCH,church,2,2,2,24,24.0,19,29,84.21,94.73,5.26,0,0,0,0,low_sample_count
CITIZENS,citizens,1,1,1,74,74,74,74,97.3,100.0,0.0,0,0,0,0,single_sample
CLASS,class,3,3,2,27.33,25,17,40,77.4,86.67,7.5,0,0,0,0,
CLEAN,clean,2,2,2,26,26.0,18,34,61.11,50.98,33.34,0,0,0,0,low_sample_count
CLIMB,climb,1,1,1,65,65,65,65,0.0,100.0,0.0,0,1,0,0,single_sample
CLOSE,close,2,2,2,35.5,35.5,20,51,84.02,90.0,7.5,0,0,0,0,low_sample_count
CLOTH,cloth,1,1,1,62,62,62,62,80.65,98.39,0.0,0,0,0,0,single_sample
CLOUDS,clouds,1,1,1,40,40,40,40,27.5,65.0,35.0,0,0,0,0,single_sample
COAT,coat,1,1,1,30,30,30,30,83.33,83.33,13.33,0,0,0,0,single_sample
COCKROACH,cockroach,1,1,1,81,81,81,81,0.0,100.0,0.0,0,1,0,0,single_sample
COLD,cold,3,3,2,23.67,20,14,37,77.62,76.9,8.1,0,0,0,0,
COLOR,color,1,1,1,38,38,38,38,47.37,100.0,0.0,0,0,0,0,single_sample
COMBINE,combine,1,1,1,32,32,32,32,96.88,100.0,0.0,0,0,0,0,single_sample
COME,come,11,11,2,29.45,29,19,52,76.92,62.32,12.38,0,0,0,0,
COMMON,common,1,1,1,54,54,54,54,74.07,81.48,5.56,0,0,0,0,single_sample
COMPARE,compare,1,1,1,36,36,36,36,97.22,100.0,0.0,0,0,0,0,single_sample
COMPETE,compete,1,1,1,19,19,19,19,36.84,21.05,52.63,0,0,0,0,single_sample
COMPILE,compile,1,1,1,55,55,55,55,70.91,81.82,0.0,0,0,0,0,single_sample
CONFUSED,confused,1,1,1,33,33,33,33,27.27,87.88,12.12,0,0,0,0,single_sample
CONGREGATION,congregation,1,1,1,64,64,64,64,100.0,98.44,0.0,0,0,0,0,single_sample
CONTINUE,continue,2,2,1,38.5,38.5,38,39,100.0,97.44,0.0,0,0,0,0,low_sample_count
CONTRAST,contrast,1,1,1,23,23,23,23,91.3,82.61,4.35,0,0,0,0,single_sample
CONTRIBUTE,contribute,1,1,1,55,55,55,55,98.18,87.27,0.0,0,0,0,0,single_sample
COOKING,cooking,1,1,1,41,41,41,41,41.46,14.63,56.1,0,0,0,0,single_sample
COOL,cool,1,1,1,35,35,35,35,100.0,97.14,0.0,0,0,0,0,single_sample
COPY,copy,1,1,1,22,22,22,22,86.36,100.0,0.0,0,0,0,0,single_sample
COUNT,count,2,2,1,36.5,36.5,35,38,98.57,97.37,0.0,0,0,0,0,low_sample_count
COURAGE,courage,1,1,1,62,62,62,62,100.0,93.55,0.0,0,0,0,0,single_sample
COUSIN,cousin,2,2,2,41.5,41.5,35,48,0.0,86.46,13.54,0,2,0,0,low_sample_count
COW,cow,1,1,1,27,27,27,27,100.0,81.48,0.0,0,0,0,0,single_sample
CRATE,crate,1,1,1,37,37,37,37,81.08,67.57,18.92,0,0,0,0,single_sample
CROSS,cross,2,2,1,24.5,24.5,21,28,95.24,46.43,4.76,0,0,0,0,low_sample_count
CRY,cry,1,1,1,23,23,23,23,91.3,73.91,0.0,0,0,0,0,single_sample
CUP,cup,2,2,1,23.5,23.5,7,40,71.07,76.07,21.43,0,0,0,0,low_sample_count
DANCE,dance,2,2,1,38.5,38.5,32,45,75.1,68.89,12.22,0,0,0,0,low_sample_count
DATE,date,1,1,1,19,19,19,19,63.16,100.0,0.0,0,0,0,0,single_sample
DAUGHTER,daughter,3,3,2,36,35,21,52,100.0,69.25,0.0,0,0,0,0,
DAY,day,2,2,2,28,28.0,22,34,97.72,90.91,0.0,0,0,0,0,low_sample_count
DEAD,dead,1,1,1,67,67,67,67,0.0,94.03,5.97,0,1,0,0,single_sample
DEPUTY,deputy,1,1,1,28,28,28,28,71.43,78.57,3.57,0,0,0,0,single_sample
DESIRE,desire,2,2,2,41.5,41.5,29,54,88.73,28.06,9.54,0,0,0,0,low_sample_count
DIAGRAM,diagram,1,1,1,58,58,58,58,100.0,100.0,0.0,0,0,0,0,single_sample
DIDE,dide,1,1,1,65,65,65,65,100.0,98.46,0.0,0,0,0,0,single_sample
DIED,died,1,1,1,31,31,31,31,74.19,74.19,12.9,0,0,0,0,single_sample
DIRECT,direct,1,1,1,41,41,41,41,95.12,90.24,4.88,0,0,0,0,single_sample
DISCUSS,discuss,1,1,1,18,18,18,18,83.33,94.44,5.56,0,0,0,0,single_sample
DISSAPEAR,dissapear,1,1,1,26,26,26,26,100.0,73.08,0.0,0,0,0,0,single_sample
DISTURB,disturb,1,1,1,28,28,28,28,0.0,14.29,85.71,0,1,0,0,single_sample
DIVIDE,divide,1,1,1,75,75,75,75,97.33,53.33,0.0,0,0,0,0,single_sample
DOOR,door,1,1,1,37,37,37,37,100.0,100.0,0.0,0,0,0,0,single_sample
DOTS,dots,1,1,1,46,46,46,46,100.0,100.0,0.0,0,0,0,0,single_sample
DRAW,draw,2,2,2,42.5,42.5,35,50,100.0,93.0,0.0,0,0,0,0,low_sample_count
DRESS,dress,3,3,2,38,38,21,55,73.43,54.22,21.72,0,0,0,0,
DRINK,drink,1,1,1,40,40,40,40,42.5,95.0,0.0,0,0,0,0,single_sample
DRIVE,drive,3,3,2,22.33,19,16,32,82.29,83.61,4.17,0,0,0,0,
EAR,ear,1,1,1,23,23,23,23,0.0,100.0,0.0,0,1,0,0,single_sample
EARDRUM,eardrum,1,1,1,70,70,70,70,0.0,100.0,0.0,0,1,0,0,single_sample
EARLY,early,1,1,1,30,30,30,30,86.67,96.67,0.0,0,0,0,0,single_sample
EAST,east,1,1,1,46,46,46,46,100.0,93.48,0.0,0,0,0,0,single_sample
EASY,easy,1,1,1,32,32,32,32,100.0,78.12,0.0,0,0,0,0,single_sample
EAT,eat,4,4,2,19,17.0,13,29,52.38,51.6,22.29,0,1,1,0,
EGG,egg,3,3,2,40,33,30,57,35.56,94.33,3.33,0,1,0,0,
END,end,1,1,1,25,25,25,25,64.0,88.0,0.0,0,0,0,0,single_sample
ENEMY,enemy,1,1,1,72,72,72,72,100.0,100.0,0.0,0,0,0,0,single_sample
ENOUGH,enough,4,4,1,30.75,30.0,26,37,73.22,96.16,3.85,0,1,0,0,
ENTER,enter,4,4,1,50,49.5,44,57,91.69,90.76,2.32,0,0,0,0,
ERASE,erase,1,1,1,44,44,44,44,77.27,100.0,0.0,0,0,0,0,single_sample
ESCAPE,escape,1,1,1,47,47,47,47,100.0,87.23,0.0,0,0,0,0,single_sample
EUROPEENS,europeens,1,1,1,43,43,43,43,93.02,90.7,2.33,0,0,0,0,single_sample
EVENING,evening,1,1,1,18,18,18,18,77.78,77.78,16.67,0,0,0,0,single_sample
EVENT,event,1,1,1,31,31,31,31,100.0,58.06,0.0,0,0,0,0,single_sample
EVERYTHING,everything,1,1,1,58,58,58,58,75.86,63.79,8.62,0,0,0,0,single_sample
EXAM,exam,2,2,1,50,50.0,43,57,91.84,91.56,2.04,0,0,0,0,low_sample_count
EXECUSE,execuse,1,1,1,43,43,43,43,79.07,76.74,16.28,0,0,0,0,single_sample
EXERCISE,exercise,2,2,1,37.5,37.5,20,55,66.59,76.36,9.09,0,0,0,0,low_sample_count
EXPECT,expect,2,2,1,51,51.0,48,54,77.09,75.23,21.88,0,0,0,0,low_sample_count
EXPLAIN,explain,1,1,1,47,47,47,47,87.23,100.0,0.0,0,0,0,0,single_sample
EXPLODE,explode,1,1,1,33,33,33,33,84.85,45.45,15.15,0,0,0,0,single_sample
EXTEND,extend,1,1,1,21,21,21,21,100.0,100.0,0.0,0,0,0,0,single_sample
EXTREMELY,extremely,1,1,1,30,30,30,30,100.0,93.33,0.0,0,0,0,0,single_sample
EYES,eyes,1,1,1,25,25,25,25,0.0,100.0,0.0,0,1,0,0,single_sample
FAILURE,failure,1,1,1,110,110,110,110,100.0,100.0,0.0,0,0,0,0,single_sample
FAIR,fair,1,1,1,37,37,37,37,100.0,91.89,0.0,0,0,0,0,single_sample
FAITH,faith,2,2,2,55.5,55.5,42,69,78.98,91.62,0.72,0,0,0,0,low_sample_count
FALL,fall,2,2,2,34.5,34.5,29,40,79.95,65.39,1.73,0,0,0,0,low_sample_count
FAMILY,family,5,5,2,37.8,34,27,56,63.5,73.04,22.21,0,0,0,0,
FAR,far,2,2,2,24.5,24.5,17,32,58.83,58.83,32.35,0,0,0,0,low_sample_count
FARM,farm,2,2,2,41,41.0,28,54,88.36,78.57,8.93,0,0,0,0,low_sample_count
FASHION,fashion,1,1,1,43,43,43,43,69.77,95.35,0.0,0,0,0,0,single_sample
FAST,fast,1,1,1,20,20,20,20,80.0,60.0,10.0,0,0,0,0,single_sample
FATHER,father,5,5,2,27.2,25,17,40,80.0,75.0,12.0,0,1,0,0,
FEE,fee,1,1,1,34,34,34,34,100.0,100.0,0.0,0,0,0,0,single_sample
FEEL,feel,2,2,1,30.5,30.5,20,41,43.9,64.03,25.0,0,1,0,0,low_sample_count
FELIX,felix,1,1,1,64,64,64,64,100.0,100.0,0.0,0,0,0,0,single_sample
FERTILE,fertile,1,1,1,118,118,118,118,100.0,100.0,0.0,0,0,0,0,single_sample
FIANCEE,fiancee,1,1,1,21,21,21,21,100.0,100.0,0.0,0,0,0,0,single_sample
FIELD,field,1,1,1,42,42,42,42,23.81,23.81,69.05,0,0,0,0,single_sample
FIND,find,2,2,1,29,29.0,27,31,93.31,85.48,4.84,0,0,0,0,low_sample_count
FINISH,finish,4,4,1,26.25,24.5,21,35,97.83,82.07,0.0,0,0,0,0,
FIRE,fire,2,2,2,26,26.0,23,29,85.31,75.86,10.35,0,0,0,0,low_sample_count
FLAT,flat,1,1,1,33,33,33,33,93.94,90.91,0.0,0,0,0,0,single_sample
FLIGHT,flight,1,1,1,67,67,67,67,89.55,100.0,0.0,0,0,0,0,single_sample
FLOWERS,flowers,1,1,1,17,17,17,17,0.0,17.65,82.35,0,1,0,0,single_sample
FOCUS,focus,1,1,1,32,32,32,32,87.5,75.0,12.5,0,0,0,0,single_sample
FOOD,food,6,6,2,29.5,32.5,15,42,48.74,83.43,9.22,0,2,0,0,
FOOTBALL,football,1,1,1,51,51,51,51,96.08,96.08,0.0,0,0,0,0,single_sample
FOR,for,1,1,1,23,23,23,23,95.65,100.0,0.0,0,0,0,0,single_sample
FORCE,force,1,1,1,74,74,74,74,98.65,83.78,0.0,0,0,0,0,single_sample
FOREHEAD,forehead,1,1,1,18,18,18,18,100.0,100.0,0.0,0,0,0,0,single_sample
FREEDOM,freedom,1,1,1,119,119,119,119,86.55,100.0,0.0,0,0,0,0,single_sample
FRIEND,friend,1,1,1,62,62,62,62,96.77,93.55,1.61,0,0,0,0,single_sample
FRIENDS,friends,3,3,2,38,26,26,62,65.8,79.36,17.74,0,0,0,0,
FRONT,front,1,1,1,38,38,38,38,100.0,97.37,0.0,0,0,0,0,single_sample
FRUITS,fruits,1,1,1,39,39,39,39,100.0,89.74,0.0,0,0,0,0,single_sample
FRY,fry,1,1,1,55,55,55,55,92.73,100.0,0.0,0,0,0,0,single_sample
FUL,ful,1,1,1,15,15,15,15,66.67,86.67,6.67,0,0,0,0,single_sample
FULL,full,5,5,2,26.2,26,15,35,82.8,77.91,14.67,0,0,0,0,
FUNERAL,funeral,1,1,1,30,30,30,30,100.0,100.0,0.0,0,0,0,0,single_sample
FUTURE,future,14,14,2,36.14,38.5,13,57,50.82,71.83,18.07,0,3,0,0,
GAME,game,1,1,1,39,39,39,39,69.23,58.97,28.21,0,0,0,0,single_sample
GAS,gas,1,1,1,34,34,34,34,100.0,79.41,0.0,0,0,0,0,single_sample
GET,get,7,7,2,25.57,30,10,38,92.35,85.36,1.84,0,0,0,0,
GIFT,gift,1,1,1,45,45,45,45,97.78,95.56,0.0,0,0,0,0,single_sample
GIRL,girl,4,4,2,29.25,33.0,18,33,88.38,93.94,1.51,0,0,0,0,
GIRLS,girls,2,2,2,31.5,31.5,24,39,50.0,87.18,12.82,0,1,0,0,low_sample_count
GIVE,give,6,6,2,34.83,35.0,28,41,86.53,88.16,5.16,0,0,0,0,
GLASS,glass,1,1,1,25,25,25,25,76.0,60.0,16.0,0,0,0,0,single_sample
GO,go,12,12,2,26.17,27.0,5,37,71.51,78.87,3.41,0,3,0,0,
GOAL,goal,1,1,1,74,74,74,74,100.0,100.0,0.0,0,0,0,0,single_sample
GOD,god,2,2,2,29.5,29.5,23,36,83.94,64.61,2.17,0,0,0,0,low_sample_count
GOLD,gold,1,1,1,44,44,44,44,88.64,86.36,0.0,0,0,0,0,single_sample
GOOD,good,12,12,2,28.75,29.0,10,44,84.5,64.82,9.2,0,0,0,0,
GOVERNMENT,government,1,1,1,36,36,36,36,0.0,72.22,27.78,0,1,0,0,single_sample
GRAMMAR,grammar,1,1,1,60,60,60,60,88.33,83.33,0.0,0,0,0,0,single_sample
GREET,greet,1,1,1,32,32,32,32,28.12,53.12,43.75,0,0,0,0,single_sample
GREETING,greeting,1,1,1,23,23,23,23,95.65,95.65,0.0,0,0,0,0,single_sample
GROOM,groom,1,1,1,32,32,32,32,84.38,21.88,15.62,0,0,0,0,single_sample
GROW,grow,1,1,1,31,31,31,31,90.32,74.19,3.23,0,0,0,0,single_sample
HALF,half,2,2,1,15.5,15.5,10,21,95.0,90.0,5.0,0,0,0,0,low_sample_count
HAND,hand,1,1,1,42,42,42,42,100.0,90.48,0.0,0,0,0,0,single_sample
HANDS,hands,1,1,1,48,48,48,48,64.58,64.58,27.08,0,0,0,0,single_sample
HANDSOME,handsome,1,1,1,20,20,20,20,0.0,20.0,80.0,0,1,0,0,single_sample
HARD,hard,1,1,1,52,52,52,52,53.85,94.23,0.0,0,0,0,0,single_sample
HARSH,harsh,1,1,1,38,38,38,38,100.0,86.84,0.0,0,0,0,0,single_sample
HATE,hate,2,2,1,23,23.0,19,27,50.0,28.75,34.21,0,1,0,0,low_sample_count
HAVE,have,13,13,2,27.31,27,13,41,89.75,92.56,4.76,0,0,0,0,
HE,he,3,3,1,36,42,19,47,55.94,85.81,5.26,0,1,0,0,
HEAD,head,1,1,1,21,21,21,21,0.0,47.62,52.38,0,1,0,0,single_sample
HEALTHY,healthy,1,1,1,40,40,40,40,95.0,72.5,5.0,0,0,0,0,single_sample
HEAVEN,heaven,1,1,1,30,30,30,30,100.0,83.33,0.0,0,0,0,0,single_sample
HEAVY,heavy,1,1,1,51,51,51,51,86.27,66.67,9.8,0,0,0,0,single_sample
HELP,help,6,6,2,29.33,30.0,16,42,76.18,65.03,10.56,0,0,0,0,
HER,her,9,9,2,29.78,19,15,84,66.8,78.29,12.25,0,2,0,0,
HERE,here,4,4,2,25.5,24.5,19,34,52.2,72.94,14.56,0,1,0,0,
HERIDETARY,heridetary,1,1,1,117,117,117,117,100.0,100.0,0.0,0,0,0,0,single_sample
HERS,hers,2,2,1,45.5,45.5,24,67,94.03,99.25,0.0,0,0,0,0,low_sample_count
HIDE,hide,1,1,1,38,38,38,38,100.0,97.37,0.0,0,0,0,0,single_sample
HIGH,high,2,2,2,24.5,24.5,20,29,45.0,75.78,6.72,0,1,0,0,low_sample_count
HIM,him,1,1,1,18,18,18,18,0.0,94.44,5.56,0,1,0,0,single_sample
HIS,his,5,5,2,29.4,32,18,41,58.28,83.0,16.13,0,1,0,0,
HIT,hit,1,1,1,45,45,45,45,0.0,100.0,0.0,0,1,0,0,single_sample
HOBBY,hobby,1,1,1,50,50,50,50,64.0,70.0,12.0,0,0,0,0,single_sample
HOMABAY,homabay,1,1,1,31,31,31,31,12.9,90.32,9.68,0,0,0,0,single_sample
HOME,home,2,2,1,35,35.0,30,40,100.0,100.0,0.0,0,0,0,0,low_sample_count
HONEST,honest,1,1,1,36,36,36,36,100.0,100.0,0.0,0,0,0,0,single_sample
HOSPITAL,hospital,1,1,1,30,30,30,30,23.33,100.0,0.0,0,0,0,0,single_sample
HOT,hot,1,1,1,15,15,15,15,100.0,20.0,0.0,0,0,0,0,single_sample
HOTEL,hotel,1,1,1,27,27,27,27,48.15,77.78,0.0,0,0,0,0,single_sample
HOUSE,house,8,8,2,27.62,24.0,8,54,58.38,79.85,19.01,0,1,0,0,
HUMBLE,humble,2,2,2,25.5,25.5,25,26,100.0,92.31,0.0,0,0,0,0,low_sample_count
ICE,ice,1,1,1,29,29,29,29,0.0,24.14,75.86,0,1,0,0,single_sample
IDEA,idea,1,1,1,14,14,14,14,0.0,42.86,57.14,0,1,0,0,single_sample
IF,if,1,1,1,82,82,82,82,90.24,93.9,4.88,0,0,0,0,single_sample
IMAGINE,imagine,1,1,1,60,60,60,60,56.67,78.33,1.67,0,0,0,0,single_sample
IMPORTANT,important,3,3,2,43,42,38,49,90.47,95.24,2.72,0,0,0,0,
IMPOSE,impose,1,1,1,39,39,39,39,100.0,97.44,0.0,0,0,0,0,single_sample
IMPOSSIBLE,impossible,1,1,1,31,31,31,31,67.74,38.71,12.9,0,0,0,0,single_sample
IN,in,2,2,2,42.5,42.5,33,52,89.42,88.31,0.96,0,0,0,0,low_sample_count
INCREASE,increase,1,1,1,29,29,29,29,100.0,93.1,0.0,0,0,0,0,single_sample
INDISCPLINE,indiscpline,1,1,1,190,190,190,190,26.84,100.0,0.0,0,0,0,0,single_sample
