batch,signer_id,label,normalized_label,landmark_path,stickman_video_path,has_stickman_video,frame_count,first_pose_points,first_left_hand_points,first_right_hand_points,first_face_points,pose_frame_pct,left_hand_frame_pct,right_hand_frame_pct,face_frame_pct,both_hands_missing_frame_pct,sample_flags
Batch 1,201,MOTHER,mother,KSL-Dataset/Pose Data/Batch 1/201/Extract/Landmarks/MOTHER.npy,KSL-Dataset/Pose Data/Batch 1/201/Extract/Stickmans/MOTHER.mp4,True,9,33,0,21,468,100.0,77.78,88.89,100.0,0.0,short_sequence
Batch 1,201,MY,my,KSL-Dataset/Pose Data/Batch 1/201/Extract/Landmarks/MY.npy,KSL-Dataset/Pose Data/Batch 1/201/Extract/Stickmans/MY.mp4,True,21,33,21,21,468,100.0,90.48,95.24,100.0,0.0,
Batch 1,201,NIGHT,night,KSL-Dataset/Pose Data/Batch 1/201/Extract/Landmarks/NIGHT.npy,KSL-Dataset/Pose Data/Batch 1/201/Extract/Stickmans/NIGHT.mp4,True,14,33,0,0,468,100.0,42.86,28.57,100.0,57.14,
Batch 1,201,NOW,now,KSL-Dataset/Pose Data/Batch 1/201/Extract/Landmarks/NOW.npy,KSL-Dataset/Pose Data/Batch 1/201/Extract/Stickmans/NOW.mp4,True,24,33,0,0,468,100.0,83.33,16.67,100.0,16.67,
Batch 1,201,OLD,old,KSL-Dataset/Pose Data/Batch 1/201/Extract/Landmarks/OLD.npy,KSL-Dataset/Pose Data/Batch 1/201/Extract/Stickmans/OLD.mp4,True,7,33,21,21,468,100.0,57.14,71.43,100.0,14.29,short_sequence
Batch 1,201,PARTNER,partner,KSL-Dataset/Pose Data/Batch 1/201/Extract/Landmarks/PARTNER.npy,KSL-Dataset/Pose Data/Batch 1/201/Extract/Stickmans/PARTNER.mp4,True,26,33,21,0,468,100.0,100.0,65.38,100.0,0.0,
Batch 1,201,PAST,past,KSL-Dataset/Pose Data/Batch 1/201/Extract/Landmarks/PAST.npy,KSL-Dataset/Pose Data/Batch 1/201/Extract/Stickmans/PAST.mp4,True,46,33,21,21,468,100.0,100.0,52.17,100.0,0.0,
Batch 1,201,RELATE,relate,KSL-Dataset/Pose Data/Batch 1/201/Extract/Landmarks/RELATE.npy,KSL-Dataset/Pose Data/Batch 1/201/Extract/Stickmans/RELATE.mp4,True,28,33,0,21,468,100.0,67.86,100.0,100.0,0.0,
Batch 1,201,ROAD,road,KSL-Dataset/Pose Data/Batch 1/201/Extract/Landmarks/ROAD.npy,KSL-Dataset/Pose Data/Batch 1/201/Extract/Stickmans/ROAD.mp4,True,22,33,21,0,468,100.0,72.73,40.91,100.0,27.27,
Batch 1,201,SAME,same,KSL-Dataset/Pose Data/Batch 1/201/Extract/Landmarks/SAME.npy,KSL-Dataset/Pose Data/Batch 1/201/Extract/Stickmans/SAME.mp4,True,20,33,0,0,468,100.0,85.0,35.0,100.0,15.0,
Batch 1,201,SHE,she,KSL-Dataset/Pose Data/Batch 1/201/Extract/Landmarks/SHE.npy,KSL-Dataset/Pose Data/Batch 1/201/Extract/Stickmans/SHE.mp4,True,25,33,21,21,468,100.0,100.0,100.0,100.0,0.0,
Batch 1,201,SHOP,shop,KSL-Dataset/Pose Data/Batch 1/201/Extract/Landmarks/SHOP.npy,KSL-Dataset/Pose Data/Batch 1/201/Extract/Stickmans/SHOP.mp4,True,17,33,21,0,468,100.0,100.0,76.47,100.0,0.0,
Batch 1,201,SLEEP,sleep,KSL-Dataset/Pose Data/Batch 1/201/Extract/Landmarks/SLEEP.npy,KSL-Dataset/Pose Data/Batch 1/201/Extract/Stickmans/SLEEP.mp4,True,24,33,21,21,468,100.0,100.0,100.0,100.0,0.0,
Batch 1,201,SOCIAL,social,KSL-Dataset/Pose Data/Batch 1/201/Extract/Landmarks/SOCIAL.npy,KSL-Dataset/Pose Data/Batch 1/201/Extract/Stickmans/SOCIAL.mp4,True,36,33,21,21,468,100.0,47.22,58.33,100.0,19.44,
Batch 1,201,STAN,stan,KSL-Dataset/Pose Data/Batch 1/201/Extract/Landmarks/STAN.npy,KSL-Dataset/Pose Data/Batch 1/201/Extract/Stickmans/STAN.mp4,True,50,33,21,21,468,100.0,92.0,100.0,100.0,0.0,
Batch 1,201,STORY,story,KSL-Dataset/Pose Data/Batch 1/201/Extract/Landmarks/STORY.npy,KSL-Dataset/Pose Data/Batch 1/201/Extract/Stickmans/STORY.mp4,True,26,33,21,21,468,100.0,80.77,80.77,100.0,15.38,
Batch 1,201,TELL,tell,KSL-Dataset/Pose Data/Batch 1/201/Extract/Landmarks/TELL.npy,KSL-Dataset/Pose Data/Batch 1/201/Extract/Stickmans/TELL.mp4,True,27,33,0,21,468,100.0,77.78,88.89,100.0,0.0,
Batch 1,201,TIME,time,KSL-Dataset/Pose Data/Batch 1/201/Extract/Landmarks/TIME.npy,KSL-Dataset/Pose Data/Batch 1/201/Extract/Stickmans/TIME.mp4,True,22,33,0,21,468,100.0,54.55,40.91,100.0,36.36,
Batch 1,201,TODAY,today,KSL-Dataset/Pose Data/Batch 1/201/Extract/Landmarks/TODAY.npy,KSL-Dataset/Pose Data/Batch 1/201/Extract/Stickmans/TODAY.mp4,True,33,33,21,21,468,100.0,84.85,36.36,100.0,15.15,
Batch 1,201,TRANSPORT,transport,KSL-Dataset/Pose Data/Batch 1/201/Extract/Landmarks/TRANSPORT.npy,KSL-Dataset/Pose Data/Batch 1/201/Extract/Stickmans/TRANSPORT.mp4,True,61,33,21,21,468,100.0,65.57,65.57,100.0,14.75,
Batch 1,201,VISIT,visit,KSL-Dataset/Pose Data/Batch 1/201/Extract/Landmarks/VISIT.npy,KSL-Dataset/Pose Data/Batch 1/201/Extract/Stickmans/VISIT.mp4,True,38,33,21,21,468,100.0,100.0,57.89,100.0,0.0,
Batch 1,201,VISITOR,visitor,KSL-Dataset/Pose Data/Batch 1/201/Extract/Landmarks/VISITOR.npy,KSL-Dataset/Pose Data/Batch 1/201/Extract/Stickmans/VISITOR.mp4,True,27,33,0,21,468,100.0,88.89,29.63,100.0,7.41,
Batch 1,201,VISTOR,vistor,KSL-Dataset/Pose Data/Batch 1/201/Extract/Landmarks/VISTOR.npy,KSL-Dataset/Pose Data/Batch 1/201/Extract/Stickmans/VISTOR.mp4,True,27,33,21,21,468,100.0,85.19,44.44,100.0,11.11,
Batch 1,201,WE,we,KSL-Dataset/Pose Data/Batch 1/201/Extract/Landmarks/WE.npy,KSL-Dataset/Pose Data/Batch 1/201/Extract/Stickmans/WE.mp4,True,18,33,0,0,468,100.0,72.22,38.89,100.0,27.78,
Batch 1,201,WED,wed,KSL-Dataset/Pose Data/Batch 1/201/Extract/Landmarks/WED.npy,KSL-Dataset/Pose Data/Batch 1/201/Extract/Stickmans/WED.mp4,True,18,33,21,21,468,100.0,100.0,94.44,100.0,0.0,
Batch 1,201,WOMAN,woman,KSL-Dataset/Pose Data/Batch 1/201/Extract/Landmarks/WOMAN.npy,KSL-Dataset/Pose Data/Batch 1/201/Extract/Stickmans/WOMAN.mp4,True,20,33,21,21,468,100.0,100.0,75.0,100.0,0.0,
Batch 1,201,WORD,word,KSL-Dataset/Pose Data/Batch 1/201/Extract/Landmarks/WORD.npy,KSL-Dataset/Pose Data/Batch 1/201/Extract/Stickmans/WORD.mp4,True,15,33,0,21,468,100.0,66.67,93.33,100.0,0.0,
Batch 1,201,YOU,you,KSL-Dataset/Pose Data/Batch 1/201/Extract/Landmarks/YOU.npy,KSL-Dataset/Pose Data/Batch 1/201/Extract/Stickmans/YOU.mp4,True,26,33,21,21,468,100.0,100.0,76.92,100.0,0.0,
