batch,signer_id,label,landmark_path,stickman_video_path,frame_count,left_hand_frame_pct,right_hand_frame_pct,both_hands_missing_frame_pct,sample_flags
Batch 1,204,JEFF,KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/JEFF.npy,KSL-Dataset/Pose Data/Batch 1/204/Extract/Stickmans/JEFF.mp4,70,0.0,54.29,45.71,left_hand_missing_all_frames
Batch 1,204,JOSEPH,KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/JOSEPH.npy,KSL-Dataset/Pose Data/Batch 1/204/Extract/Stickmans/JOSEPH.mp4,52,0.0,80.77,19.23,left_hand_missing_all_frames
Batch 1,204,NOW,KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/NOW.npy,KSL-Dataset/Pose Data/Batch 1/204/Extract/Stickmans/NOW.mp4,27,40.74,14.81,59.26,
Batch 1,204,PAPER,KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/PAPER.npy,KSL-Dataset/Pose Data/Batch 1/204/Extract/Stickmans/PAPER.mp4,15,0.0,86.67,13.33,left_hand_missing_all_frames
Batch 1,204,PARK,KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/PARK.npy,KSL-Dataset/Pose Data/Batch 1/204/Extract/Stickmans/PARK.mp4,18,38.89,27.78,61.11,
Batch 1,204,PASS,KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/PASS.npy,KSL-Dataset/Pose Data/Batch 1/204/Extract/Stickmans/PASS.mp4,19,10.53,0.0,89.47,right_hand_missing_all_frames
Batch 1,204,REMARKS,KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/REMARKS.npy,KSL-Dataset/Pose Data/Batch 1/204/Extract/Stickmans/REMARKS.mp4,17,0.0,23.53,76.47,left_hand_missing_all_frames
Batch 1,204,REPORT,KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/REPORT.npy,KSL-Dataset/Pose Data/Batch 1/204/Extract/Stickmans/REPORT.mp4,15,26.67,33.33,66.67,
Batch 1,204,SHE,KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/SHE.npy,KSL-Dataset/Pose Data/Batch 1/204/Extract/Stickmans/SHE.mp4,26,0.0,34.62,65.38,left_hand_missing_all_frames
Batch 1,204,TELL,KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/TELL.npy,KSL-Dataset/Pose Data/Batch 1/204/Extract/Stickmans/TELL.mp4,13,0.0,0.0,100.0,left_hand_missing_all_frames;right_hand_missing_all_frames;both_hands_missing_all_frames
Batch 1,204,TERRY,KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/TERRY.npy,KSL-Dataset/Pose Data/Batch 1/204/Extract/Stickmans/TERRY.mp4,45,0.0,82.22,17.78,left_hand_missing_all_frames
Batch 1,204,THEM,KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/THEM.npy,KSL-Dataset/Pose Data/Batch 1/204/Extract/Stickmans/THEM.mp4,34,0.0,64.71,35.29,left_hand_missing_all_frames
Batch 1,204,THEY,KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/THEY.npy,KSL-Dataset/Pose Data/Batch 1/204/Extract/Stickmans/THEY.mp4,19,0.0,26.32,73.68,left_hand_missing_all_frames
Batch 1,204,TODAY,KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/TODAY.npy,KSL-Dataset/Pose Data/Batch 1/204/Extract/Stickmans/TODAY.mp4,26,38.46,26.92,53.85,
Batch 1,204,TRUE,KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/TRUE.npy,KSL-Dataset/Pose Data/Batch 1/204/Extract/Stickmans/TRUE.mp4,17,0.0,29.41,70.59,left_hand_missing_all_frames
Batch 1,204,VOICE,KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/VOICE.npy,KSL-Dataset/Pose Data/Batch 1/204/Extract/Stickmans/VOICE.mp4,15,0.0,60.0,40.0,left_hand_missing_all_frames
Batch 1,204,WRITE,KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/WRITE.npy,KSL-Dataset/Pose Data/Batch 1/204/Extract/Stickmans/WRITE.mp4,26,0.0,11.54,88.46,left_hand_missing_all_frames
Batch 1,204,YOU,KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/YOU.npy,KSL-Dataset/Pose Data/Batch 1/204/Extract/Stickmans/YOU.mp4,32,0.0,21.88,78.12,left_hand_missing_all_frames
Batch 1,205,CHILD,KSL-Dataset/Pose Data/Batch 1/205/Extract/Landmarks/CHILD.npy,KSL-Dataset/Pose Data/Batch 1/205/Extract/Stickmans/CHILD.mp4,28,0.0,75.0,25.0,left_hand_missing_all_frames
Batch 1,205,COUSIN,KSL-Dataset/Pose Data/Batch 1/205/Extract/Landmarks/COUSIN.npy,KSL-Dataset/Pose Data/Batch 1/205/Extract/Stickmans/COUSIN.mp4,48,0.0,72.92,27.08,left_hand_missing_all_frames
Batch 1,205,PAST,KSL-Dataset/Pose Data/Batch 1/205/Extract/Landmarks/PAST.npy,KSL-Dataset/Pose Data/Batch 1/205/Extract/Stickmans/PAST.mp4,38,0.0,52.63,47.37,left_hand_missing_all_frames
Batch 1,205,SILENT,KSL-Dataset/Pose Data/Batch 1/205/Extract/Landmarks/SILENT.npy,KSL-Dataset/Pose Data/Batch 1/205/Extract/Stickmans/SILENT.mp4,29,0.0,79.31,20.69,left_hand_missing_all_frames
Batch 1,205,YOUNG,KSL-Dataset/Pose Data/Batch 1/205/Extract/Landmarks/YOUNG.npy,KSL-Dataset/Pose Data/Batch 1/205/Extract/Stickmans/YOUNG.mp4,27,0.0,44.44,55.56,left_hand_missing_all_frames
Batch 1,206,COOKING,KSL-Dataset/Pose Data/Batch 1/206/Extract/Landmarks/COOKING.npy,KSL-Dataset/Pose Data/Batch 1/206/Extract/Stickmans/COOKING.mp4,41,41.46,14.63,56.1,
Batch 1,207,FAMILY,KSL-Dataset/Pose Data/Batch 1/207/Extract/Landmarks/FAMILY.npy,KSL-Dataset/Pose Data/Batch 1/207/Extract/Stickmans/FAMILY.mp4,27,29.63,22.22,62.96,
Batch 1,207,HATE,KSL-Dataset/Pose Data/Batch 1/207/Extract/Landmarks/HATE.npy,KSL-Dataset/Pose Data/Batch 1/207/Extract/Stickmans/HATE.mp4,19,0.0,31.58,68.42,left_hand_missing_all_frames
Batch 1,207,HIM,KSL-Dataset/Pose Data/Batch 1/207/Extract/Landmarks/HIM.npy,KSL-Dataset/Pose Data/Batch 1/207/Extract/Stickmans/HIM.mp4,18,0.0,94.44,5.56,left_hand_missing_all_frames
Batch 1,207,ICE,KSL-Dataset/Pose Data/Batch 1/207/Extract/Landmarks/ICE.npy,KSL-Dataset/Pose Data/Batch 1/207/Extract/Stickmans/ICE.mp4,29,0.0,24.14,75.86,left_hand_missing_all_frames
Batch 1,207,KIND,KSL-Dataset/Pose Data/Batch 1/207/Extract/Landmarks/KIND.npy,KSL-Dataset/Pose Data/Batch 1/207/Extract/Stickmans/KIND.mp4,24,0.0,87.5,12.5,left_hand_missing_all_frames
Batch 1,207,LIKE,KSL-Dataset/Pose Data/Batch 1/207/Extract/Landmarks/LIKE.npy,KSL-Dataset/Pose Data/Batch 1/207/Extract/Stickmans/LIKE.mp4,19,0.0,57.89,42.11,left_hand_missing_all_frames
Batch 1,207,MARY,KSL-Dataset/Pose Data/Batch 1/207/Extract/Landmarks/MARY.npy,KSL-Dataset/Pose Data/Batch 1/207/Extract/Stickmans/MARY.mp4,34,0.0,100.0,0.0,left_hand_missing_all_frames
Batch 1,207,ME,KSL-Dataset/Pose Data/Batch 1/207/Extract/Landmarks/ME.npy,KSL-Dataset/Pose Data/Batch 1/207/Extract/Stickmans/ME.mp4,11,0.0,81.82,18.18,short_sequence;left_hand_missing_all_frames
Batch 1,207,WATER,KSL-Dataset/Pose Data/Batch 1/207/Extract/Landmarks/WATER.npy,KSL-Dataset/Pose Data/Batch 1/207/Extract/Stickmans/WATER.mp4,30,0.0,40.0,60.0,left_hand_missing_all_frames
Batch 1,207,YOU,KSL-Dataset/Pose Data/Batch 1/207/Extract/Landmarks/YOU.npy,KSL-Dataset/Pose Data/Batch 1/207/Extract/Stickmans/YOU.mp4,19,0.0,84.21,15.79,left_hand_missing_all_frames
Batch 1,208,ACTIVE,KSL-Dataset/Pose Data/Batch 1/208/Extract/Landmarks/ACTIVE.npy,KSL-Dataset/Pose Data/Batch 1/208/Extract/Stickmans/ACTIVE.mp4,26,34.62,11.54,53.85,
Batch 1,208,ALWAYS,KSL-Dataset/Pose Data/Batch 1/208/Extract/Landmarks/ALWAYS.npy,KSL-Dataset/Pose Data/Batch 1/208/Extract/Stickmans/ALWAYS.mp4,29,0.0,31.03,68.97,left_hand_missing_all_frames
Batch 1,208,COMPETE,KSL-Dataset/Pose Data/Batch 1/208/Extract/Landmarks/COMPETE.npy,KSL-Dataset/Pose Data/Batch 1/208/Extract/Stickmans/COMPETE.mp4,19,36.84,21.05,52.63,
Batch 1,208,FEEL,KSL-Dataset/Pose Data/Batch 1/208/Extract/Landmarks/FEEL.npy,KSL-Dataset/Pose Data/Batch 1/208/Extract/Stickmans/FEEL.mp4,20,0.0,50.0,50.0,left_hand_missing_all_frames
Batch 1,208,FIELD,KSL-Dataset/Pose Data/Batch 1/208/Extract/Landmarks/FIELD.npy,KSL-Dataset/Pose Data/Batch 1/208/Extract/Stickmans/FIELD.mp4,42,23.81,23.81,69.05,
Batch 1,208,FLOWERS,KSL-Dataset/Pose Data/Batch 1/208/Extract/Landmarks/FLOWERS.npy,KSL-Dataset/Pose Data/Batch 1/208/Extract/Stickmans/FLOWERS.mp4,17,0.0,17.65,82.35,left_hand_missing_all_frames
Batch 1,208,FUTURE,KSL-Dataset/Pose Data/Batch 1/208/Extract/Landmarks/FUTURE.npy,KSL-Dataset/Pose Data/Batch 1/208/Extract/Stickmans/FUTURE.mp4,28,0.0,82.14,17.86,left_hand_missing_all_frames
Batch 1,208,GO,KSL-Dataset/Pose Data/Batch 1/208/Extract/Landmarks/GO.npy,KSL-Dataset/Pose Data/Batch 1/208/Extract/Stickmans/GO.mp4,5,0.0,80.0,20.0,short_sequence;left_hand_missing_all_frames
Batch 1,208,SICK,KSL-Dataset/Pose Data/Batch 1/208/Extract/Landmarks/SICK.npy,KSL-Dataset/Pose Data/Batch 1/208/Extract/Stickmans/SICK.mp4,26,0.0,80.77,19.23,left_hand_missing_all_frames
Batch 1,208,TOGETHER,KSL-Dataset/Pose Data/Batch 1/208/Extract/Landmarks/TOGETHER.npy,KSL-Dataset/Pose Data/Batch 1/208/Extract/Stickmans/TOGETHER.mp4,31,16.13,38.71,61.29,
Batch 1,208,WHO,KSL-Dataset/Pose Data/Batch 1/208/Extract/Landmarks/WHO.npy,KSL-Dataset/Pose Data/Batch 1/208/Extract/Stickmans/WHO.mp4,17,0.0,58.82,41.18,left_hand_missing_all_frames
Batch 1,233,GO,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/GO.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/GO.mp4,26,0.0,88.46,11.54,left_hand_missing_all_frames
Batch 1,233,ME,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/ME.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/ME.mp4,13,0.0,100.0,0.0,left_hand_missing_all_frames
Batch 1,233,SALUTE,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/SALUTE.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/SALUTE.mp4,26,0.0,100.0,0.0,left_hand_missing_all_frames
Batch 1,233,TWO,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/TWO.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/TWO.mp4,20,0.0,100.0,0.0,left_hand_missing_all_frames
Batch 1,233,WORD,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/WORD.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/WORD.mp4,23,0.0,100.0,0.0,left_hand_missing_all_frames
Batch 1,234,ALWAYS,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/ALWAYS.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/ALWAYS.mp4,34,0.0,88.24,11.76,left_hand_missing_all_frames
Batch 1,234,BUS,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/BUS.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/BUS.mp4,17,64.71,0.0,35.29,right_hand_missing_all_frames
Batch 1,234,CLIMB,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/CLIMB.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/CLIMB.mp4,65,0.0,100.0,0.0,left_hand_missing_all_frames
Batch 1,234,FUTURE,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/FUTURE.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/FUTURE.mp4,23,21.74,34.78,52.17,
Batch 1,234,HANDSOME,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/HANDSOME.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/HANDSOME.mp4,20,0.0,20.0,80.0,left_hand_missing_all_frames
Batch 1,234,MOUNTAIN,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/MOUNTAIN.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/MOUNTAIN.mp4,28,0.0,78.57,21.43,left_hand_missing_all_frames
Batch 1,234,QUESTION,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/QUESTION.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/QUESTION.mp4,28,0.0,100.0,0.0,left_hand_missing_all_frames
Batch 1,234,THIS,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/THIS.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/THIS.mp4,34,0.0,67.65,32.35,left_hand_missing_all_frames
Batch 1,234,VOCABULARY,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/VOCABULARY.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/VOCABULARY.mp4,24,0.0,100.0,0.0,left_hand_missing_all_frames
Batch 1,234,WHO,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/WHO.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/WHO.mp4,22,0.0,100.0,0.0,left_hand_missing_all_frames
Batch 1,234,WOMAN,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/WOMAN.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/WOMAN.mp4,14,0.0,100.0,0.0,left_hand_missing_all_frames
Batch 1,235,TRUE,KSL-Dataset/Pose Data/Batch 1/235/Extract/Landmarks/TRUE.npy,KSL-Dataset/Pose Data/Batch 1/235/Extract/Stickmans/TRUE.mp4,24,100.0,0.0,0.0,right_hand_missing_all_frames
Batch 1,238,ARREAS,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/ARREAS.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/ARREAS.mp4,66,0.0,93.94,6.06,left_hand_missing_all_frames
Batch 1,238,BOY,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/BOY.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/BOY.mp4,39,0.0,64.1,35.9,left_hand_missing_all_frames
Batch 1,238,CANCEL,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/CANCEL.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/CANCEL.mp4,27,0.0,0.0,100.0,left_hand_missing_all_frames;right_hand_missing_all_frames;both_hands_missing_all_frames
Batch 1,238,DISTURB,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/DISTURB.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/DISTURB.mp4,28,0.0,14.29,85.71,left_hand_missing_all_frames
Batch 1,238,EAT,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/EAT.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/EAT.mp4,13,0.0,46.15,53.85,left_hand_missing_all_frames
Batch 1,238,GIRLS,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/GIRLS.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/GIRLS.mp4,39,0.0,74.36,25.64,left_hand_missing_all_frames
Batch 1,238,HEAD,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/HEAD.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/HEAD.mp4,21,0.0,47.62,52.38,left_hand_missing_all_frames
Batch 1,238,HER,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/HER.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/HER.mp4,19,0.0,89.47,10.53,left_hand_missing_all_frames
Batch 1,238,LEAD,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/LEAD.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/LEAD.mp4,10,40.0,0.0,60.0,short_sequence;right_hand_missing_all_frames
Batch 1,238,LIKE,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/LIKE.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/LIKE.mp4,31,0.0,64.52,35.48,left_hand_missing_all_frames
Batch 1,238,MINE,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/MINE.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/MINE.mp4,25,0.0,44.0,56.0,left_hand_missing_all_frames
Batch 1,238,MISTAKE,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/MISTAKE.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/MISTAKE.mp4,24,0.0,20.83,79.17,left_hand_missing_all_frames
Batch 1,238,MONEY,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/MONEY.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/MONEY.mp4,40,0.0,52.5,47.5,left_hand_missing_all_frames
Batch 1,238,NOW,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/NOW.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/NOW.mp4,28,46.43,32.14,50.0,
Batch 1,238,NURSE,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/NURSE.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/NURSE.mp4,24,0.0,37.5,62.5,left_hand_missing_all_frames
Batch 1,238,PAST,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/PAST.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/PAST.mp4,24,0.0,25.0,75.0,left_hand_missing_all_frames
Batch 1,238,PLEASE,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/PLEASE.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/PLEASE.mp4,19,0.0,78.95,21.05,left_hand_missing_all_frames
Batch 1,238,PROBLEM,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/PROBLEM.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/PROBLEM.mp4,25,64.0,0.0,36.0,right_hand_missing_all_frames
Batch 1,238,REFUSE,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/REFUSE.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/REFUSE.mp4,22,0.0,72.73,27.27,left_hand_missing_all_frames
Batch 1,238,SHE,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/SHE.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/SHE.mp4,15,0.0,66.67,33.33,left_hand_missing_all_frames
Batch 1,238,SHOUT,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/SHOUT.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/SHOUT.mp4,24,0.0,91.67,8.33,left_hand_missing_all_frames
Batch 1,238,STRIKE,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/STRIKE.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/STRIKE.mp4,54,0.0,96.3,3.7,left_hand_missing_all_frames
Batch 1,238,STUPID,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/STUPID.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/STUPID.mp4,25,0.0,84.0,16.0,left_hand_missing_all_frames
Batch 1,238,TODAY,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/TODAY.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/TODAY.mp4,33,39.39,33.33,51.52,
Batch 1,238,UGALI,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/UGALI.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/UGALI.mp4,25,0.0,80.0,20.0,left_hand_missing_all_frames
Batch 1,238,WARN,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/WARN.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/WARN.mp4,32,0.0,9.38,90.62,left_hand_missing_all_frames
Batch 1,238,WORK,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/WORK.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/WORK.mp4,23,26.09,17.39,56.52,
Batch 1,238,YOURS,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/YOURS.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/YOURS.mp4,19,0.0,84.21,15.79,left_hand_missing_all_frames
